name,Kind,Alcohol,Aroma,Taste,Finish
디플로마티코 리제르바 익스클루시바,다크 럼,40.0,"메이플 시럽, 오렌지, 토피, 감초","코코아, 바닐라, 스파이시, 오크","커피, 오크"
플랜테이션 파인애플 럼,럼,40.0,"열대 과일, 파인애플, 감귤, 정향, 시트러스, 스모키","잘 익은 바나나, 파인애플, 달콤한","스파이시, 스모키"
론디아즈 151 럼,럼,75.5,"꽃, 체리, 오렌지, 달콤한","부드러운, 럼, 강렬한","달콤한, 강렬한"
말리부 오리지널,럼,21.0,"코코넛, 열대 과일","코코넛, 바닐라",달콤한
캡틴 모건 럼,럼,35.0,"바닐라, 캐러멜, 과일","달콤한, 바닐라, 시나몬","부드러운, 따뜻한, 스파이시"
론 자카파 23,럼,40.0,"캐러멜, 바닐라, 카카오, 헤이즐넛, 말린 파인애플","말린 과일, 짭짤한, 오크, 계피, 생강, 스파이시","말린 과일, 버터스카치, 오크, 스파이시"
밀담 17,럼,17.0,"달콤한, 은은한, 사탕수수","깔끔한, 부드러운","깔끔한, 은은한"
포스퀘어 14년,럼,62.0,"블랙베리, 다크 초콜릿, 캐슈넛, 구운 파인애플","시트러스, 견과류, 석류, 시나몬, 정향","깔끔한, 캐러멜, 타바코, 파인애플"
포스퀘어 11년 인델리블,럼,48.0,"우디, 육두구, 바나나, 체리, 버터","메이플 시럽, 초콜릿, 생강, 패션프루트, 허브","긴 여운, 고추, 견과류, 꿀"
고슬링 블랙 실 럼 151 프루프,럼,75.5,"다크 초콜릿, 달콤한, 시나몬, 카다멈","당밀, 시럽, 캐러멜, 허브","바닐라, 커피, 타바코"
딕타도르 파라포 버번 2004 럼,럼,46.0,"코코넛, 라임 껍질, 바닐라, 파인애플","구운 마시멜로, 열대 과일, 바닐라, 소나무","박하, 열대 과일, 진저, 섬세한, 부드러운"
