name,Kind,Alcohol,Aroma,Taste,Finish
폴 지로 트레아,꼬냑,40.0,"시가, 가죽, 정향, 후추, 말린 과일, 꽃","구운 아몬드, 살구, 복숭아, 스파이시","건자두, 바닐라, 우아한, 따뜻한, 긴 여운"
까뮤 XO,꼬냑,40.0,"꽃, 과일, 오크, 향신료","살구, 오렌지, 설탕, 과일 잼","부드러운, 균형 잡힌, 긴 여운"
꼬띠에르 VSOP,꼬냑,40.0,"꽃, 스파이스, 오크, 참나무","건포도, 말린 무화과, 부드러운, 설탕","달콤한, 스파이스, 오크"
레미 마틴 XO,꼬냑,40.0,"꽃, 자스민, 말린 오렌지, 자두, 계피","오크, 과일, 라즈베리","오크, 말린 과일, 견과류"
다니엘 부쥬 XO,꼬냑,40.0,"견과류, 시나몬, 바닐라","자두, 포도 잼, 호두","긴 여운, 란시오, 부드러운"
라 파예뜨 VS,꼬냑,40.0,"바닐라, 풍부한, 배, 아카시아꽃, 넛맥, 오크","과일, 풍부한, 붉은 과일, 단단한 구조감","긴 여운, 풍부한"
다니엘 부쥬 프리미어 아롬스,꼬냑,45.0,"과일, 신선한, 은은한","둥근, 부드러운","깔끔한, 상쾌한"
다니엘 부쥬 브룻 드 픗,꼬냑,50.0,"리무쟁 오크, 말린 과일, 바닐라, 셰리, 시가 박스, 코코아, 후추","복합적인, 신선한, 우아한, 화려한","긴 여운, 밝은, 화사한"
다니엘 부쥬 VSOP,꼬냑,40.0,"바닐라, 오크, 초콜릿, 풋사과, 향신료","달콤한, 말린 과일, 바닐라, 자두","섬세한, 우아한"
그루페랑 18년 오르디네르 CS 팔도에디션 No.2 홍길동,꼬냑,52.6,"캐러멜, 말린 과일, 가벼운 오크","견과류, 갈색 설탕, 바닐라","복합적인, 긴 여운, 건자두"
레미 마틴 1738,꼬냑,40.0,"자두, 무화과, 토피, 구운 빵, 오크","다크 초콜릿, 향신료, 버터스카치","오크, 섬세한, 견과류"
까뮤 엑스트라 다크 & 인텐스,꼬냑,40.0,"구운 견과류, 진저 브레드, 크렘 브륄레","강렬한, 초콜릿, 향신료","긴 여운, 초콜릿"
헤네시 파라디 엑스트라,꼬냑,40.0,"꽃, 바닐라, 풍부한, 스파이시","오크, 깔끔한",균형 잡힌
헤네시 파라디,꼬냑,40.0,"꿀, 장미, 붉은 과일, 시트러스, 감귤","달콤한, 오렌지, 바나나, 초콜릿","우아한, 스파이스, 오크, 긴 여운"
하디 레전드 1863,꼬냑,40.0,"마멀레이드, 시트러스, 커피","바닐라, 오렌지, 우아한","오크, 긴 여운"
헨리 무니에 VSOP,꼬냑,40.0,"꽃, 말린 과일, 살구, 오크, 자두","견과류, 과일, 달콤한, 복숭아, 포도","부드러운, 스파이시"
그루페랑 꼬냑 휴림,꼬냑,49.5,"캐러멜, 말린 과일, 건포도","견과류, 바닐라, 향신료","건자두, 가벼운 오크, 긴 여운"
그루페랑 케이바 프라이빗 1973 쁘띠 상파뉴,꼬냑,55.5,"캐러멜, 감초, 바닐라","건자두, 잘 익은 복숭아, 진저 캔디","오크, 시가 박스, 균형 잡힌"
장 뤽 파스케 르 꼬냑 드 노엘 프라이빗 바이 더 몰트샵 No.8,꼬냑,46.4,"허브, 향신료, 자몽, 자두","오렌지, 사과, 포도, 딸기 잼, 스피아민트, 복숭아","달콤한, 스파이스, 자스민, 로즈마리, 설탕에 절인 과일"
장 뤽 파스케 르 꼬냑 드 클로드 프라이빗 바이 더 몰트샵 No.9,꼬냑,49.8,"달콤한, 아카시아 꿀, 시가, 가죽, 자두, 아몬드, 서양 배","셰리에 절인 건포도, 복숭아, 망고, 파인애플, 크렘 브륄레","과일, 꿀, 향신료, 커스터드 크림, 열대 과일, 요거트"
장 뤽 파스케 Lot 68-72 프라이빗 바이 더 몰트샵 No.10,꼬냑,64.1,"부드러운, 은은한, 오크, 달콤한, 토피, 밀크 초콜릿, 바닐라","잘 익은 열대 과일, 용과, 망고, 오크, 유칼립투스, 흑설탕, 향신료","커피, 다크 초콜릿, 그을린 오크, 민트, 구운 마시멜로"
바쉐 가브리엘센 그랑 샹파뉴 한복 No.2,꼬냑,41.4,"건포도, 꿀, 캐러멜, 화사한","달콤한, 말린 과일, 시나몬, 진저","가죽, 긴 여운, 복합적인, 구운 향신료"
라뇨 사부랑 1992 빈티지,꼬냑,41.0,"달콤한, 설탕에 절인 과일, 스파이시, 그을린 오크","부드러운, 균형 잡힌, 바닐라, 구운 살구, 오렌지","풍부한, 진한, 오크, 란시오"
헤네시 VSOP,꼬냑,40.0,"계피, 민트, 오크, 정향, 후추","감초, 꿀, 자두, 블랙베리","강렬한, 부드러운, 오크"
